,Case Number,Month,Year,Country,Activity,Injury
5233,1906.09.27.R.b,September,1906,INDONESIA,Swimming,Arm
5234,1906.09.27.R.a,September,1906,INDONESIA,Swimming,FATAL
5235,1906.09.05.R,September,1906,AUSTRALIA,Swimming,FATAL
5236,1906.09.00,September,1906,USA,Fishing,No injury
5237,1906.08.20,August,1906,OTHER,Diving,Leg
5238,1906.08.04,August,1906,USA,Water sports,FATAL
5239,1906.07.05.R,July,1906,USA,Swimming,FATAL
5240,1906.07.00,July,1906,MOZAMBIQUE,Unknown,Arm
5241,1906.04.27.R,April,1906,INDONESIA,Diving,FATAL
5242,1906.04.16,April,1906,AUSTRALIA,OTHER,Arm
5243,1906.04.14,April,1906,AUSTRALIA,Diving,FATAL
5244,1906.04.10.R.a & b,April,1906,INDONESIA,OTHER,FATAL
5245,1906.04.02.R,April,1906,AUSTRALIA,OTHER,OTHER
5246,1906.02.14.R,February,1906,NEW ZEALAND,Swimming,FATAL
5247,1906.01.28,January,1906,AUSTRALIA,Swimming,FATAL
5248,1906.01.20,January,1906,SOUTH AFRICA,Shore,Leg
5249,1905.12.31,December,1905,SOUTH AFRICA,Swimming,Leg
5250,1905.12.29,December,1905,AUSTRALIA,Swimming,Leg
5251,1905.11.17.R,November,1905,OTHER,OTHER,OTHER
5252,1905.09.29,September,1905,AUSTRALIA,Swimming,FATAL
5253,1905.08.00.b,August,1905,USA,Swimming,Leg
5254,1905.08.00.a,August,1905,PHILIPPINES,Swimming,Leg
5255,1905.07.29,July,1905,USA,Shore,FATAL
5256,1905.07.25.R,July,1905,ITALY,Unknown,FATAL
5257,1905.07.00,July,1905,USA,Fishing,FATAL
5258,1905.05.22,May,1905,USA,Swimming,Leg
5259,1905.04.06,April,1905,SOUTH AFRICA,Swimming,Leg
5260,1905.03.26,March,1905,AUSTRALIA,Swimming,Leg
5261,1905.03.25,March,1905,AUSTRALIA,Swimming,FATAL
5262,1905.02.10,February,1905,AUSTRALIA,Swimming,OTHER
5263,1905.01.01,January,1905,AUSTRALIA,Swimming,OTHER
5264,1905.00.00,Unknown,1905,USA,OTHER,No injury
5265,1904.11.02,November,1904,PHILIPPINES,Swimming,Leg
5266,1904.10.11.R,October,1904,OTHER,Water sports,FATAL
5267,1904.09.00,September,1904,CUBA,Water sports,Leg
5268,1904.08.00,August,1904,CUBA,Water sports,FATAL
5269,1904.07.28,July,1904,USA,Water sports,No injury
5270,1904.07.27,July,1904,USA,Swimming,FATAL
5271,1904.07.01.R,July,1904,ITALY,Swimming,FATAL
5272,1904.02.07,February,1904,AUSTRALIA,Swimming,FATAL
5273,1904.02.04,February,1904,NEW ZEALAND,Swimming,FATAL
5274,1904.01.23,January,1904,NEW CALEDONIA,Swimming,FATAL
5275,1904.00.00.c,Unknown,1904,USA,Diving,Leg
5276,1904.00.00.b,Unknown,1904,PHILIPPINES,Swimming,Arm
5277,1904.00.00.a,Unknown,1904,USA,Swimming,Leg
5278,1903.10.04,October,1903,CUBA,Water sports,FATAL
5279,1903.09.16.R,September,1903,USA,Fishing,Arm
5280,1903.07.00,July,1903,OTHER,Swimming,Leg
5281,1903.06.21,June,1903,AUSTRALIA,Swimming,FATAL
5282,1903.05.04,May,1903,MEXICO,Swimming,FATAL
5283,1903.03.20.R,March,1903,AUSTRALIA,OTHER,OTHER
5284,1903.03.12,March,1903,AUSTRALIA,Swimming,FATAL
5285,1903.01.10,January,1903,AUSTRALIA,Unknown,FATAL
5286,1903.00.00.b,Unknown,1903,OTHER,Diving,FATAL
5287,1903.00.00.a,Unknown,1903,USA,Fishing,Leg
5288,1902.12.22.R,December,1902,OTHER,Swimming,FATAL
5289,1902.11.10,November,1902,AUSTRALIA,Swimming,FATAL
5290,1902.11.01.R,November,1902,USA,Fishing,Arm
5291,1902.08.28.R,August,1902,ITALY,Swimming,FATAL
5292,1902.08.24.R,August,1902,CROATIA,Fishing,No injury
5293,1902.08.08,August,1902,USA,Fishing,Arm
5294,1902.07.15,July,1902,ITALY,Fishing,Arm
5295,1902.07.06,July,1902,USA,Swimming,Arm
5296,1902.06.02,June,1902,PHILIPPINES,Unknown,OTHER
5297,1902.06.00,June,1902,EGYPT,Diving,Leg
5298,1902.04.00,April,1902,SOUTH AFRICA,Swimming,FATAL
5299,1902.02.22.R,February,1902,NEW ZEALAND,Shore,No injury
5300,1902.01.25.R,January,1902,AUSTRALIA,Swimming,FATAL
5301,1902.01.19.R,January,1902,SOUTH AFRICA,Unknown,FATAL
5302,1902.01.19,January,1902,AUSTRALIA,Swimming,Leg
5303,1901.12.01,December,1901,AUSTRALIA,Swimming,Leg
5304,1901.10.00,October,1901,PHILIPPINES,Fishing,Leg
5305,1901.09.23.R,September,1901,OTHER,Swimming,Leg
5306,1901.07.30,July,1901,SOUTH AFRICA,Swimming,Leg
5307,1901.07.17,July,1901,ITALY,Swimming,OTHER
5308,1901.06.29.R,June,1901,OTHER,Diving,Unknown
5309,1901.06.24,June,1901,PHILIPPINES,Swimming,Leg
5310,1901.01.30,January,1901,AUSTRALIA,Swimming,Leg
5311,1901.00.00,Unknown,1901,USA,Swimming,Trunk
5312,1900.12.27,December,1900,AUSTRALIA,Swimming,FATAL
5313,1900.11.14,November,1900,SOUTH AFRICA,Swimming,Leg
5314,1900.10.27,October,1900,SOUTH AFRICA,Swimming,FATAL
5315,1900.09.15,September,1900,AUSTRALIA,Swimming,Leg
5316,1900.09.13,September,1900,USA,Diving,No injury
5317,1900.09.05,September,1900,USA,Swimming,OTHER
5318,1900.08.21,August,1900,USA,Swimming,Arm
5319,1900.07.31,July,1900,CROATIA,Swimming,FATAL
5320,1900.07.14,July,1900,USA,Fishing,Leg
5321,1900.07.00,July,1900,USA,OTHER,No injury
5322,1900.01.28,January,1900,AUSTRALIA,Shore,Leg
5323,1900.00.00.b,Unknown,1900,USA,Unknown,Leg
5324,1900.00.00.a,Unknown,1900,SOUTH AFRICA,Swimming,Leg
5325,1899.12.18,December,1899,AUSTRALIA,Swimming,Leg
5326,1899.11.20,November,1899,PHILIPPINES,OTHER,FATAL
5327,1899.10.12.b,October,1899,OTHER,Diving,No injury
5328,1899.10.12.a,October,1899,OTHER,Diving,FATAL
5329,1899.09.11.R,September,1899,MEXICO,Swimming,FATAL
5330,1899.08.23.R,August,1899,USA,Fishing,FATAL
5331,1899.08.15,August,1899,USA,Swimming,FATAL
5332,1899.08.08.c,August,1899,OTHER,Swimming,Trunk
5333,1899.08.08.b,August,1899,OTHER,Swimming,Arm
5334,1899.08.08.a,August,1899,EGYPT,Swimming,Leg
5335,1899.07.08.R,July,1899,BAHAMAS,Water sports,FATAL
5336,1899.06.07,June,1899,ITALY,Fishing,OTHER
5337,1899.06.02,June,1899,NEW ZEALAND,Water sports,FATAL
5338,1899.05.28,May,1899,PHILIPPINES,Swimming,FATAL
5339,1899.05.04.R,May,1899,ITALY,Swimming,FATAL
5340,1899.01.28,January,1899,AUSTRALIA,Swimming,FATAL
5341,1899.00.00.c,Unknown,1899,SOUTH AFRICA,Swimming,Leg
5342,1899.00.00.b,Unknown,1899,USA,Water sports,No injury
5343,1899.00.00.a,Unknown,1899,USA,Fishing,Leg
5344,1898.12.28.R,December,1898,AUSTRALIA,Water sports,FATAL
5345,1898.10.28,October,1898,USA,Water sports,FATAL
5346,1898.09.19.b.R,September,1898,OTHER,Diving,Arm
5347,1898.09.19.a.R,September,1898,OTHER,Diving,Arm
5348,1898.08.22,August,1898,USA,Swimming,Leg
5349,1898.07.26.R,July,1898,AUSTRALIA,Swimming,FATAL
5350,1898.07.15,July,1898,OTHER,Swimming,Leg
5351,1898.07.14,July,1898,OTHER,Shore,FATAL
5352,1898.07.00,July,1898,CUBA,Swimming,FATAL
5353,1898.06.22,June,1898,NEW CALEDONIA,Water sports,FATAL
5354,1898.04.13,April,1898,FIJI,OTHER,Leg
5355,1898.00.00.R,Unknown,1898,OTHER,Diving,Unknown
5356,1898.00.00.f,Unknown,1898,USA,Fishing,Arm
5357,1898.00.00.e,Unknown,1898,CUBA,Swimming,FATAL
5358,1898.00.00.d,Unknown,1898,JAMAICA,Swimming,Arm
5359,1898.00.00.c,Unknown,1898,CUBA,Swimming,FATAL
5360,1898.00.00.b,Unknown,1898,USA,Unknown,No injury
5361,1898.00.00.a,Unknown,1898,OTHER,Diving,FATAL
5362,1898.00.00 g,Unknown,1898,USA,OTHER,FATAL
5363,1897.12.04.R,December,1897,USA,OTHER,Leg
5364,1897.10.15,October,1897,MEXICO,Diving,No injury
5365,1897.10.05.R,October,1897,MARSHALL ISLANDS,Fishing,FATAL
5366,1897.09.17,September,1897,USA,Fishing,Arm
5367,1897.09.06,September,1897,USA,Shore,Leg
5368,1897.07.21,July,1897,SOUTH AFRICA,Fishing,FATAL
5369,1897.06.09,June,1897,OTHER,OTHER,OTHER
5370,1897.03.15.b.R,March,1897,OTHER,Swimming,FATAL
5371,1897.03.15.a.R,March,1897,USA,Fishing,FATAL
5372,1897.00.00.b,Unknown,1897,NEW ZEALAND,Unknown,Arm
5373,1897.00.00.a,Unknown,1897,EGYPT,Unknown,Unknown
5374,1896.12.23,December,1896,AUSTRALIA,Fishing,No injury
5375,1896.12.20,December,1896,NEW ZEALAND,Swimming,Arm
5376,1896.12.17.R,December,1896,NEW ZEALAND,Unknown,FATAL
5377,1896.11.29,November,1896,AUSTRALIA,Swimming,FATAL
5378,1896.11.01,November,1896,AUSTRALIA,Water sports,FATAL
5379,1896.09.11.R,September,1896,SRI LANKA,Diving,Leg
5380,1896.07.25,July,1896,USA,Fishing,FATAL
5381,1896.06.21.R,June,1896,USA,Swimming,Leg
5382,1896.01.11,January,1896,AUSTRALIA,Swimming,FATAL
5383,1896.00.00.b,Unknown,1896,USA,Swimming,FATAL
5384,1896.00.00.a,Unknown,1896,OTHER,Shore,Leg
5385,1895.12.09,December,1895,AUSTRALIA,Swimming,FATAL
5386,1895.11.21.R,November,1895,OTHER,Diving,Leg
5387,1895.11.16,November,1895,AUSTRALIA,Fishing,FATAL
5388,1895.09.18,September,1895,CUBA,OTHER,FATAL
5389,1895.09.14.R,September,1895,OTHER,Diving,FATAL
5390,1895.09.00,September,1895,USA,Fishing,Trunk
5391,1895.08.11,August,1895,USA,Swimming,FATAL
5392,1895.08.02,August,1895,USA,Fishing,Arm
5393,1895.07.16.R,July,1895,JAPAN,Fishing,FATAL
5394,1895.06.13.R,June,1895,OTHER,Diving,Arm
5395,1895.06.03.R,June,1895,AUSTRALIA,Diving,FATAL
5396,1895.05.21,May,1895,BAHAMAS,OTHER,Leg
5397,1895.05.03,May,1895,NEW ZEALAND,Water sports,Leg
5398,1895.04.29,April,1895,SOUTH AFRICA,OTHER,Arm
5399,1895.04.23,April,1895,NEW ZEALAND,Swimming,Leg
5400,1895.03.29.R,March,1895,INDONESIA,Swimming,FATAL
5401,1895.03.15,March,1895,AUSTRALIA,Swimming,Leg
5402,1895.02.27,February,1895,AUSTRALIA,Swimming,FATAL
5403,1895.02.23.R,February,1895,PANAMA,Swimming,FATAL
5404,1895.00.00.b,Unknown,1895,AUSTRALIA,Unknown,No injury
5405,1894.12.11,December,1894,USA,Fishing,Leg
5406,1894.11.28,November,1894,AUSTRALIA,Swimming,Arm
5407,1894.10.06.R,October,1894,USA,Swimming,FATAL
5408,1894.09.12.R,September,1894,USA,Swimming,Leg
5409,1894.09.06.R,September,1894,FIJI,Swimming,Leg
5410,1894.09.01.R,September,1894,USA,Fishing,Leg
5411,1894.08.21,August,1894,USA,Swimming,No injury
5412,1894.08.01,August,1894,USA,Swimming,Leg
5413,1894.07.15.R,July,1894,OTHER,Fishing,No injury
5414,1894.06.29,June,1894,USA,Swimming,Unknown
5415,1894.06.25,June,1894,SOUTH AFRICA,Swimming,FATAL
5416,1894.06.15.b.R,June,1894,USA,Swimming,Leg
5417,1894.06.15.a.R,June,1894,MEXICO,Water sports,Trunk
5418,1894.04.28.b.R,April,1894,OTHER,Swimming,FATAL
5419,1894.04.28.a.R,April,1894,OTHER,Swimming,FATAL
5420,1893.10.20.R,October,1893,INDIA,OTHER,FATAL
5421,1893.10.16,October,1893,CROATIA,Water sports,No injury
5422,1893.07.03,July,1893,PHILIPPINES,OTHER,FATAL
5423,1893.06.22,June,1893,OTHER,OTHER,FATAL
5424,1893.06.22.R,June,1893,OTHER,OTHER,FATAL
5425,1893.05.23.R,May,1893,FIJI,Water sports,FATAL
5426,1893.05.17,May,1893,CUBA,OTHER,FATAL
5427,1893.04.15,April,1893,SOUTH ATLANTIC OCEAN,Swimming,Leg
5428,1893.04.14,April,1893,AUSTRALIA,Swimming,Leg
5429,1893.04.04,April,1893,AUSTRALIA,Swimming,FATAL
5430,1893.01.30.R,January,1893,NEW ZEALAND,Swimming,FATAL
5431,1893.01.18.R,January,1893,FRENCH POLYNESIA,OTHER,FATAL
5432,1893.00.00,Unknown,1893,EGYPT,Unknown,Unknown
5433,1892.12.15,December,1892,ATLANTIC OCEAN,Water sports,FATAL
5434,1892.11.09.R,November,1892,AUSTRALIA,Fishing,Arm
5435,1892.11.06,November,1892,AUSTRALIA,Swimming,Leg
5436,1892.09.16.R,September,1892,USA,Unknown,Arm
5437,1892.06.24,June,1892,OTHER,Fishing,No injury
5438,1892.06.20.R,June,1892,CUBA,OTHER,FATAL
5439,1892.05.19.R,May,1892,NEW ZEALAND,Swimming,Leg
5440,1892.04.21.R,April,1892,BAHAMAS,Water sports,Leg
5441,1892.03.25.R,March,1892,PACIFIC OCEAN,Water sports,OTHER
5442,1892.03.02,March,1892,AUSTRALIA,Fishing,Leg
5443,1892.00.00,Unknown,1892,AUSTRALIA,Diving,FATAL
5444,1891.12.31.R,December,1891,AUSTRALIA,Swimming,Leg
5445,1891.12.22.R,December,1891,NEW ZEALAND,Swimming,Arm
5446,1891.09.14.R,September,1891,OTHER,Water sports,Leg
5447,1891.08.30.R,August,1891,CANADA,Water sports,FATAL
5448,1891.08.29,August,1891,USA,OTHER,Unknown
5449,1891.06.11,June,1891,USA,Fishing,FATAL
5450,1891.03.10,March,1891,OTHER,OTHER,FATAL
5451,1891.01.08.R,January,1891,JAMAICA,Water sports,FATAL
5452,1890.12.30,December,1890,AUSTRALIA,Swimming,FATAL
5453,1890.12.27.R,December,1890,OTHER,Water sports,Arm
5454,1890.10.25.R,October,1890,ATLANTIC OCEAN,Water sports,FATAL
5455,1890.08.17.R,August,1890,USA,Fishing,No injury
5456,1890.08.09,August,1890,USA,Fishing,Arm
5457,1890.08.08,August,1890,OTHER,Swimming,Leg
5458,1890.06.26,June,1890,CROATIA,Swimming,Leg
5459,1890.06.14.R,June,1890,OTHER,Water sports,Leg
5460,1890.06.02.R,June,1890,EGYPT,Swimming,FATAL
5461,1890.05.14,May,1890,SOUTH AFRICA,Unknown,FATAL
5462,1890.02.25,February,1890,OTHER,Swimming,FATAL
5463,1890.00.00.e,Unknown,1890,AUSTRALIA,Shore,Leg
5464,1890.00.00.d,Unknown,1890,INDIA,Diving,Unknown
5465,1890.00.00.c,Unknown,1890,INDIA,Diving,Unknown
5466,1890.00.00.b,Unknown,1890,NEW ZEALAND,Swimming,FATAL
5467,1890.00.00.a,Unknown,1890,SOUTH AFRICA,Swimming,Leg
5468,1889.11.29.R,November,1889,GREECE,Unknown,OTHER
5469,1889.11.22,November,1889,AUSTRALIA,Swimming,FATAL
5470,1889.11.16,November,1889,USA,OTHER,FATAL
5471,1889.10.03.R,October,1889,INDIA,Swimming,FATAL
5472,1889.07.21,July,1889,USA,Swimming,Leg
5473,1889.07.19,July,1889,USA,Fishing,Leg
5474,1889.07.08,July,1889,AUSTRALIA,Swimming,FATAL
5475,1889.01.31.R,January,1889,USA,Fishing,No injury
5476,1889.01.00,January,1889,OTHER,OTHER,FATAL
5477,1888.12.25.R,December,1888,OTHER,Swimming,Leg
5478,1888.12.09,December,1888,AUSTRALIA,Swimming,FATAL
5479,1888.12.00,December,1888,AUSTRALIA,Water sports,FATAL
5480,1888.10.23.R,October,1888,CROATIA,Unknown,OTHER
5481,1888.08.14,August,1888,CANADA,OTHER,FATAL
5482,1888.08.01.R,August,1888,USA,Water sports,No injury
5483,1888.07.20.R,July,1888,JAMAICA,Water sports,OTHER
5484,1888.07.13.R,July,1888,INDIA,OTHER,FATAL
5485,1888.07.04,July,1888,CROATIA,Unknown,OTHER
5486,1888.06.24,June,1888,AUSTRALIA,Fishing,No injury
5487,1888.06.18.R,June,1888,AUSTRALIA,OTHER,FATAL
5488,1888.02.17,February,1888,NEW ZEALAND,Swimming,Arm
5489,1888.02.00,February,1888,SOUTH AFRICA,OTHER,FATAL
5490,1888.01.22,January,1888,AUSTRALIA,Water sports,No injury
5491,1888.00.00,Unknown,1888,OTHER,Diving,Arm
5492,1887.12.22.R,December,1887,OTHER,Water sports,FATAL
5493,1887.12.04,December,1887,AUSTRALIA,Unknown,FATAL
5494,1887.10.18,October,1887,USA,Water sports,FATAL
5495,1887.10.00,October,1887,BAHAMAS,OTHER,FATAL
5496,1887.09.22,September,1887,ITALY,Swimming,Leg
5497,1887.09.06,September,1887,CROATIA,Unknown,OTHER
5498,1887.03.12,March,1887,AUSTRALIA,Water sports,No injury
5499,1887.02.08.R,February,1887,NEW ZEALAND,Swimming,FATAL
5500,1887.02.08,February,1887,SOUTH AFRICA,Unknown,Trunk
5501,1887.01.20,January,1887,BRAZIL,OTHER,FATAL
5502,1887.01.12,January,1887,SOUTH AFRICA,Swimming,Leg
5503,1887.00.00,Unknown,1887,OTHER,Water sports,Leg
5504,1886.08.00.c,August,1886,USA,Unknown,OTHER
5505,1886.08.00.b,August,1886,USA,OTHER,No injury
5506,1886.08.00.a,August,1886,USA,Fishing,No injury
5507,1886.06.17,June,1886,AUSTRALIA,Swimming,FATAL
5508,1886.06.02,June,1886,USA,Fishing,OTHER
5509,1886.05.06,May,1886,NEW CALEDONIA,Swimming,FATAL
5510,1886.04.26,April,1886,AUSTRALIA,OTHER,Arm
5511,1886.04.11,April,1886,NEW ZEALAND,OTHER,FATAL
5512,1886.03.06.R,March,1886,NEW ZEALAND,Swimming,Leg
5513,1886.03.00,March,1886,AUSTRALIA,Water sports,OTHER
5514,1886.02.13.R,February,1886,AUSTRALIA,Fishing,No injury
5515,1886.01.28,January,1886,SOUTH AFRICA,Diving,Leg
5516,1886.01.26,January,1886,AUSTRALIA,Diving,Leg
5517,1886.01.01,January,1886,SOUTH AFRICA,Swimming,Arm
5518,1886.00.00,Unknown,1886,AUSTRALIA,Water sports,Leg
5519,1885.11.26.R,November,1885,AUSTRALIA,Unknown,No injury
5520,1885.11.26,November,1885,AUSTRALIA,Swimming,Leg
5521,1885.08.17,August,1885,ATLANTIC OCEAN,Water sports,FATAL
5522,1885.07.26.c,July,1885,USA,OTHER,Arm
5523,1885.07.26.b,July,1885,USA,OTHER,Trunk
5524,1885.07.26.a,July,1885,USA,OTHER,FATAL
5525,1885.04.16.R,April,1885,OTHER,Swimming,FATAL
5526,1885.04.09,April,1885,NEW ZEALAND,Swimming,Leg
5527,1885.03.28,March,1885,SOUTH AFRICA,Fishing,No injury
5528,1884.12.13,December,1884,AUSTRALIA,OTHER,FATAL
5529,1884.12.08.R,December,1884,OTHER,Unknown,Leg
5530,1884.08.28.R.,August,1884,USA,Water sports,Arm
5531,1884.08.18,August,1884,USA,Fishing,OTHER
5532,1884.01.16,January,1884,SOUTH AFRICA,Swimming,FATAL
5533,1884.01.14,January,1884,AUSTRALIA,Water sports,FATAL
5534,1883.12.19,December,1883,AUSTRALIA,Swimming,FATAL
5535,1883.09.14.R,September,1883,AUSTRALIA,Swimming,FATAL
5536,1883.07.05,July,1883,OTHER,Fishing,Leg
5537,1883.02.26.R,February,1883,AUSTRALIA,Diving,Arm
5538,1883.02.25.R,February,1883,AUSTRALIA,Diving,FATAL
5539,1883.01.21,January,1883,AUSTRALIA,Swimming,FATAL
5540,1883.00.00.d,Unknown,1883,PACIFIC OCEAN,Fishing,FATAL
5541,1883.00.00.c,Unknown,1883,USA,Water sports,FATAL
5542,1883.00.00.b,Unknown,1883,USA,Unknown,Arm
5543,1883.00.00.a,Unknown,1883,USA,Unknown,FATAL
5544,1882.12.03,December,1882,NEW ZEALAND,OTHER,Arm
5545,1882.11.12.b,November,1882,NEW ZEALAND,Swimming,Leg
5546,1882.11.12.a,November,1882,NEW ZEALAND,Swimming,Leg
5547,1882.09.00,September,1882,JAPAN,OTHER,Leg
5548,1882.05.14,May,1882,AUSTRALIA,Water sports,Leg
5549,1882.05.12.R,May,1882,AUSTRALIA,Diving,Trunk
5550,1882.04.15,April,1882,AUSTRALIA,Fishing,FATAL
5551,1882.02.07.R,February,1882,AUSTRALIA,Diving,Leg
5552,1882.01.23.R,January,1882,AUSTRALIA,Swimming,FATAL
5553,1882.00.00.b,Unknown,1882,USA,Water sports,No injury
5554,1882.00.00.a,Unknown,1882,AUSTRALIA,Unknown,Unknown
5555,1881.11.13,November,1881,AUSTRALIA,Swimming,OTHER
5556,1881.10.16,October,1881,USA,Swimming,OTHER
5557,1881.09.05,September,1881,USA,Swimming,FATAL
5558,1881.08.16.R,August,1881,OTHER,Swimming,FATAL
5559,1881.08.12,August,1881,USA,Swimming,No injury
5560,1881.06.25,June,1881,OTHER,Swimming,Unknown
5561,1881.06.13,June,1881,USA,Water sports,FATAL
5562,1881.00.00.b,Unknown,1881,INDIA,Unknown,FATAL
5563,1881.00.00.a,Unknown,1881,ITALY,Fishing,FATAL
5564,1880.11.25,November,1880,AUSTRALIA,Swimming,Leg
5565,1880.10.10,October,1880,AUSTRALIA,Water sports,FATAL
5566,1880.08.08,August,1880,MOZAMBIQUE,Swimming,Leg
5567,1880.07.25,July,1880,USA,Water sports,No injury
5568,1880.05.15,May,1880,INDIA,Unknown,Leg
5569,1880.05.14,May,1880,INDIA,Swimming,Leg
5570,1880.05.07.R,May,1880,MEXICO,Unknown,OTHER
5571,1880.05.02.b,May,1880,INDIA,Swimming,Arm
5572,1880.05.02.a,May,1880,INDIA,Swimming,Leg
5573,1880.01.22,January,1880,AUSTRALIA,Fishing,No injury
5574,1880.01.03,January,1880,AUSTRALIA,Swimming,Leg
5575,1880.00.00.e,Unknown,1880,OTHER,Diving,FATAL
5576,1880.00.00.d,Unknown,1880,USA,Unknown,FATAL
5577,1880.00.00.c,Unknown,1880,SOLOMON ISLANDS,Unknown,Leg
5578,1880.00.00.a,Unknown,1880,NEW ZEALAND,Unknown,OTHER
5579,1879.12.24,December,1879,INDIA,Swimming,FATAL
5580,1879.11.10,November,1879,AUSTRALIA,Swimming,Leg
5581,1879.09.22,September,1879,SPAIN,Fishing,OTHER
5582,1879.08.30.R,August,1879,FIJI,Unknown,Leg
5583,1879.07.03,July,1879,USA,Swimming,Unknown
5584,1879.03.19,March,1879,NEW ZEALAND,Shore,FATAL
5585,1879.03.10,March,1879,AUSTRALIA,OTHER,OTHER
5586,1879.00.00,Unknown,1879,USA,Swimming,FATAL
5587,1878.11.17,November,1878,AUSTRALIA,Swimming,Leg
5588,1878.10.24.R,October,1878,INDONESIA,Swimming,FATAL
5589,1878.10.13,October,1878,OTHER,Water sports,FATAL
5590,1878.09.14.R,September,1878,USA,Fishing,Leg
5591,1878.09.02.b,September,1878,SOUTH ATLANTIC OCEAN,Water sports,Leg
5592,1878.09.02.a,September,1878,SOUTH ATLANTIC OCEAN,Water sports,FATAL
5593,1878.08.09,August,1878,USA,Swimming,FATAL
5594,1878.08.08,August,1878,USA,Swimming,FATAL
5595,1878.06.10,June,1878,PHILIPPINES,Unknown,FATAL
5596,1878.03.30.R,March,1878,NEW GUINEA,Unknown,OTHER
5597,1878.02.13,February,1878,SOUTH AFRICA,OTHER,Trunk
5598,1878.00.00,Unknown,1878,AUSTRALIA,Swimming,Leg
5599,1877.12.15.R,December,1877,FIJI,Unknown,FATAL
5600,1877.12.15,December,1877,AUSTRALIA,Swimming,Leg
5601,1877.12.12,December,1877,AUSTRALIA,Shore,FATAL
5602,1877.09.15,September,1877,AUSTRALIA,Fishing,No injury
5603,1877.08.28.R,August,1877,OTHER,Unknown,OTHER
5604,1877.04.07,April,1877,AUSTRALIA,Unknown,Arm
5605,1877.04.04.,April,1877,AUSTRALIA,Swimming,Leg
5606,1877.03.16,March,1877,ITALY,Water sports,OTHER
5607,1877.03.11,March,1877,FIJI,Unknown,Leg
5608,1877.02.17.R,February,1877,AUSTRALIA,Fishing,Arm
5609,1877.01.28,January,1877,AUSTRALIA,Swimming,FATAL
5610,1877.01.24.R,January,1877,AUSTRALIA,Swimming,Leg
5611,1877.01.04,January,1877,SOUTH AFRICA,Swimming,Trunk
5612,1877.00.00,Unknown,1877,INDIA,Unknown,Leg
5613,1876.09.07.R,September,1876,GREECE,Diving,FATAL
5614,1876.06.04.R,June,1876,USA,Swimming,Leg
5615,1876.05.14,May,1876,AUSTRALIA,Swimming,FATAL
5616,1876.02.06,February,1876,AUSTRALIA,Swimming,Trunk
5617,1876.00.00.d,Unknown,1876,OTHER,Diving,FATAL
5618,1876.00.00.c,Unknown,1876,ENGLAND,Unknown,Leg
5619,1876.00.00.b,Unknown,1876,AUSTRALIA,Diving,Unknown
5620,1876.00.00.a,Unknown,1876,AUSTRALIA,Unknown,FATAL
5621,1875.11.27.R,November,1875,AUSTRALIA,Fishing,Leg
5622,1875.08.10,August,1875,SOUTH AFRICA,Unknown,OTHER
5623,1875.03.03,March,1875,NEW ZEALAND,Swimming,FATAL
5624,1875.01.20.R,January,1875,AUSTRALIA,Swimming,OTHER
5625,1874.11.21,November,1874,AUSTRALIA,Swimming,Leg
5626,1875.00.00,Unknown,1875,AUSTRALIA,Shore,FATAL
5627,1874.11.14.R,November,1874,CROATIA,Fishing,No injury
5628,1874.07.23,July,1874,OTHER,Fishing,No injury
5629,1874.07.15.R,July,1874,USA,Fishing,Leg
5630,1874.07.15,July,1874,USA,Swimming,No injury
5631,1874.06.15.b.R,June,1874,OTHER,OTHER,FATAL
5632,1874.06.15.a.R,June,1874,OTHER,OTHER,Leg
5633,1874.04.20.R,April,1874,CANADA,Fishing,OTHER
5634,1874.01.09,January,1874,AUSTRALIA,Swimming,Leg
5635,1874.00.00,Unknown,1874,OTHER,Water sports,Unknown
5636,1873.07.28,July,1873,USA,Fishing,Leg
5637,1873.06.09.R,June,1873,AUSTRALIA,Swimming,OTHER
5638,1873.01.09.R,January,1873,AUSTRALIA,Swimming,Unknown
5639,1873.00.00,Unknown,1873,CUBA,Swimming,Leg
5640,1872.11.30.R,November,1872,OTHER,Swimming,FATAL
5641,1872.11.24,November,1872,OTHER,Unknown,No injury
5642,1872.08.07.R,August,1872,CROATIA,Fishing,No injury
5643,1872.04.03.R,April,1872,USA,Water sports,Leg
5644,1872.02.26,February,1872,AUSTRALIA,OTHER,FATAL
5645,1872.01.28,January,1872,FIJI,Water sports,FATAL
5646,1872.00.00,Unknown,1872,SOUTH ATLANTIC OCEAN,OTHER,Leg
5647,1871.12.11.R,December,1871,AUSTRALIA,Unknown,OTHER
5648,1871.08.29.R,August,1871,USA,Fishing,OTHER
5649,1871.08.00,August,1871,USA,Fishing,Arm
5650,1871.05.22.R,May,1871,SRI LANKA,Swimming,Leg
5651,1871.03.24,March,1871,INDIA,Swimming,Leg
5652,1871.00.00.c,Unknown,1871,AUSTRALIA,Unknown,Leg
5653,1871.00.00.b,Unknown,1871,AUSTRALIA,Unknown,Unknown
5654,1871.00.00.a,Unknown,1871,AUSTRALIA,Fishing,Leg
5655,1870.07.27,July,1870,USA,Swimming,Leg
5656,1870.06.19,June,1870,INDIA,Swimming,Arm
5657,1870.06.01,June,1870,INDIA,Swimming,Leg
5658,1870.05.26.R,May,1870,AUSTRALIA,Fishing,Leg
5659,1870.05.18,May,1870,INDIA,Swimming,Arm
5660,1870.05.11,May,1870,INDIA,Swimming,Leg
